ITGA3	chr17	50055968	50090485
COL1A1	chr17	50184101	50201634
MPO	chr17	58269855	58280935
RNF43	chr17	58353676	58417735
MRC2	chr17	62627670	62693597
ACE	chr17	63477058	63498380
CSHL1	chr17	63909597	63911341
ICAM2	chr17	64002594	64020635
PECAM1	chr17	64319415	64413776
SOX9	chr17	72121020	72126416
CD300A	chr17	74466399	74484798
ITGB4	chr17	75721190	75757821
BIRC5	chr17	78214186	78225636
LGALS3BP	chr17	78971238	78979962
AATK	chr17	81110487	81166223
FASN	chr17	82078338	82098294
TYMS	chr18	657515	676613
YES1	chr18	721588	813276
CIDEA	chr18	12254361	12277595
TTR	chr18	31557009	31606585
SMAD2	chr18	47808957	47931569
SMAD4	chr18	51028528	51085045
TNFRSF11A	chr18	62325269	62391288
BCL2	chr18	63123346	63320128
SERPINB5	chr18	63476945	63505085
AZU1	chr19	825097	832018
ELANE	chr19	850951	856247
CFD	chr19	859453	869490
GADD45B	chr19	2476122	2478805
TNFSF9	chr19	6531026	6535924
CD70	chr19	6583183	6604103
TNFSF14	chr19	6658085	6670621
ADGRE1	chr19	6887566	6940459
INSR	chr19	7112255	7294414
CD209	chr19	7739993	7747564
COL5A3	chr19	9959561	10010504
DNMT1	chr19	10133342	10231286
ICAM1	chr19	10271093	10286615
ICAM3	chr19	10333776	10339847
TYK2	chr19	10350528	10380608
LDLR	chr19	11089418	11133830
EPOR	chr19	11377207	11384343
JUNB	chr19	12791486	12793315
IL27RA	chr19	14031644	14053223
ADGRL1	chr19	14147743	14206204
ADGRE5	chr19	14380501	14408729
ADGRE2	chr19	14732392	14778560
NOTCH3	chr19	15159038	15200996
KLF2	chr19	16324826	16328685
BST2	chr19	17402933	17405665
IL12RB1	chr19	18058995	18098944
GDF15	chr19	18374731	18389176
FFAR3	chr19	35358348	35360489
FFAR2	chr19	35443907	35451767
HCST	chr19	35900635	35904377
TYROBP	chr19	35904401	35908301
IFNL3	chr19	39243455	39245250
IFNL2	chr19	39268396	39270188
ZFP36	chr19	39406847	39409407
FCGBP	chr19	39863323	39934626
AXL	chr19	41219174	41261766
TGFB1	chr19	41301587	41353961
CEACAM6	chr19	41750977	41772211
CD79A	chr19	41877279	41881372
CXCL17	chr19	42428278	42442996
CEACAM1	chr19	42507304	42561234
CALM3	chr19	46601074	46610787
C5AR2	chr19	47332148	47347329
EMP3	chr19	48321310	48330560
BAX	chr19	48954815	48961798
CD37	chr19	49335171	49343335
FLT3LG	chr19	49474150	49486233
NOSIP	chr19	49555468	49592927
IRF3	chr19	49659569	49665861
NR1H2	chr19	50329640	50383404
KLK3	chr19	50854915	50860764
CD33	chr19	51217033	51243860
NKG7	chr19	51371606	51372704
FPR1	chr19	51745172	51804115
LAIR1	chr19	54351384	54370558
NCR1	chr19	54906148	54916140
NLRP2	chr19	54953130	55001142
IL11	chr19	55364382	55370463
ANGPT4	chr20	869900	916334
PCNA	chr20	5114953	5126626
BMP2	chr20	6767686	6780251
JAG1	chr20	10637684	10674396
CST7	chr20	24949269	24959928
BCL2L1	chr20	31664452	31723989
HCK	chr20	32052197	32101856
MYL9	chr20	36541490	36551447
SRC	chr20	37344673	37406050
SLPI	chr20	45252239	45254564
UBE2C	chr20	45812576	45816957
MMP9	chr20	46008908	46016561
CD40	chr20	46118249	46129872
PTGIS	chr20	49503874	49568157
SNAI1	chr20	49982980	49988886
TSHZ2	chr20	52972358	53495330
BMP7	chr20	57168753	57266641
COL9A3	chr20	62816244	62841163
PTK6	chr20	63528001	63537376
APP	chr21	25880535	26171128
SOD1	chr21	31659633	31668931
IFNAR2	chr21	33205282	33265675
IL10RB	chr21	33266363	33311420
IFNAR1	chr21	33324387	33359864
IFNGR2	chr21	33403369	33479348
MX1	chr21	41420020	41470071
ICOSLG	chr21	44215382	44241446
ITGB2	chr21	44885948	44932079
COL18A1	chr21	45405123	45513721
COL6A1	chr21	45981755	46005050
COL6A2	chr21	46096722	46132851
S100B	chr21	46598508	46605208
IL17RA	chr22	17084934	17115693
BID	chr22	17734138	17774770
VPREB3	chr22	23752743	23754425
SMARCB1	chr22	23786931	23838009
MIF	chr22	23894372	23895227
ADORA2A	chr22	24417879	24443177
CHEK2	chr22	28687738	28742422
XBP1	chr22	28794555	28800597
LIF	chr22	30240453	30246759
OSM	chr22	30262829	30266851
CSF2RB	chr22	36913628	36940443
IL2RB	chr22	37118666	37176676
RAC2	chr22	37225270	37259594
LGALS1	chr22	37675636	37679805
PDGFB	chr22	39223359	39244982
UPK3A	chr22	45284924	45295874
WNT7B	chr22	45920366	45977162
PPARA	chr22	46149924	46243755
CELSR1	chr22	46360834	46537620
ADM2	chr22	50481543	50486440
TLR7	chrX	12867072	12890361
TLR8	chrX	12906620	12923169
VEGFD	chrX	15345594	15384509
BMX	chrX	15464246	15556529
ACE2	chrX	15494566	15607236
ADGRG2	chrX	18989307	19122956
SAT1	chrX	23783173	23786210
TIMP1	chrX	47582408	47586789
FOXP3	chrX	49250436	49264800
AR	chrX	67543353	67730619
EFNB1	chrX	68828992	68842160
IL2RG	chrX	71107404	71112108
CXCR3	chrX	71615916	71618511
ITM2A	chrX	79360384	79367697
BTK	chrX	101349338	101390796
COL4A5	chrX	108439745	108697547
IL13RA1	chrX	118727133	118794535
LAMP2	chrX	120426148	120469365
CD40LG	chrX	136648158	136660390
FGF13	chrX	138614727	139222777
BGN	chrX	153488654	153510299
G6PD	chrX	154517825	154547584
CSF2RA	chrY	1268779	1325373
IL3RA	chrY	1335025	1382689
RPS4Y1	chrY	2841602	2932000
